"","DEPARTMENT","MUNICIPALITY","PRECINCT","CC","FPV","MTS","UCS","MAS","X21F","PDC","MNR","PAN.BOL","VALID","BLANK","NULL.","VOTES","ELECTORATE","MAS.vote","Turnout"
"95","Chuquisaca","Sucre","Col. Mariano Serrano",138,1,0,2,33,2,18,0,1,195,0,8,203,226,0.169,0.898
"96","Chuquisaca","Sucre","Col. Mariano Serrano",161,0,0,1,25,2,7,0,0,196,1,6,203,226,0.128,0.898
"97","Chuquisaca","Sucre","Col. Mariano Serrano",176,0,1,0,26,1,1,0,1,206,0,2,208,228,0.126,0.912
"98","Chuquisaca","Sucre","Col. Mariano Serrano",151,0,0,0,32,1,8,0,2,194,2,1,197,227,0.165,0.868
"99","Chuquisaca","Sucre","Col. Mariano Serrano",137,2,1,0,31,3,9,0,2,185,1,8,194,227,0.168,0.855
"100","Chuquisaca","Sucre","Jardín De Niños San Lázaro",151,0,0,1,38,2,5,1,1,199,5,7,211,226,0.191,0.934
"101","Chuquisaca","Sucre","Jardín De Niños San Lázaro",134,0,0,1,36,3,11,2,1,188,0,6,194,224,0.191,0.866
"102","Chuquisaca","Sucre","Jardín De Niños San Lázaro",160,0,0,0,32,3,10,0,0,205,3,4,212,229,0.156,0.926
"103","Chuquisaca","Sucre","Jardín De Niños San Lázaro",131,0,0,2,38,3,11,0,0,185,2,15,202,229,0.205,0.882
"104","Chuquisaca","Sucre","Jardín De Niños San Lázaro",145,0,1,1,35,0,8,1,0,191,6,4,201,229,0.183,0.878
"105","Chuquisaca","Sucre","Jardín De Niños San Lázaro",137,1,0,0,37,1,10,0,2,188,4,9,201,220,0.197,0.914
"106","Chuquisaca","Sucre","Jardín De Niños San Lázaro",145,2,0,1,38,3,8,1,3,201,1,5,207,225,0.189,0.92
"107","Chuquisaca","Sucre","Jardín De Niños San Lázaro",141,0,2,2,40,3,13,0,2,203,2,5,210,233,0.197,0.901
"108","Chuquisaca","Sucre","Jardín De Niños San Lázaro",144,0,0,1,39,4,3,0,2,193,2,5,200,226,0.202,0.885
"109","Chuquisaca","Sucre","Kinder Serrano",143,1,1,0,36,4,7,0,0,192,2,3,197,229,0.188,0.86
"110","Chuquisaca","Sucre","Kinder Serrano",148,1,0,0,39,1,8,0,2,199,0,6,205,231,0.196,0.887
"111","Chuquisaca","Sucre","Kinder Serrano",145,0,1,0,34,2,6,3,0,191,1,7,199,223,0.178,0.892
"112","Chuquisaca","Sucre","Colegio Simón Rodríguez",174,0,0,0,16,2,6,2,1,201,0,1,202,226,0.08,0.894
"113","Chuquisaca","Sucre","Colegio Simón Rodríguez",157,0,2,1,19,0,8,3,1,191,1,6,198,223,0.099,0.888
"114","Chuquisaca","Sucre","Colegio Simón Rodríguez",153,0,1,1,30,3,6,1,0,195,1,0,196,225,0.154,0.871
"115","Chuquisaca","Sucre","Colegio Simón Rodríguez",174,0,1,2,25,3,3,0,0,208,1,1,210,227,0.12,0.925
"116","Chuquisaca","Sucre","Colegio Simón Rodríguez",157,1,0,0,21,2,11,0,1,193,1,1,195,224,0.109,0.871
"117","Chuquisaca","Sucre","Colegio Simón Rodríguez",174,1,0,1,22,2,3,0,0,203,1,1,205,232,0.108,0.884
"118","Chuquisaca","Sucre","Colegio Simón Rodríguez",165,0,1,2,24,0,3,0,0,195,1,3,199,225,0.123,0.884
"119","Chuquisaca","Sucre","Estación De Bomberos",152,1,1,0,34,4,10,0,1,203,1,2,206,229,0.167,0.9
"120","Chuquisaca","Sucre","Estación De Bomberos",143,1,0,1,39,2,8,0,2,196,1,7,204,227,0.199,0.899
"121","Chuquisaca","Sucre","Estación De Bomberos",135,0,1,2,34,3,4,0,3,182,0,4,186,226,0.187,0.823
"122","Chuquisaca","Sucre","Estación De Bomberos",162,0,0,0,22,2,13,0,3,202,2,6,210,232,0.109,0.905
"123","Chuquisaca","Sucre","Estación De Bomberos",134,0,0,2,31,5,15,0,3,190,1,7,198,229,0.163,0.865
"124","Chuquisaca","Sucre","Estación De Bomberos",147,1,0,0,38,5,10,1,2,204,0,1,205,230,0.186,0.891
"125","Chuquisaca","Sucre","Estación De Bomberos",151,0,0,1,37,2,6,1,1,199,0,3,202,231,0.186,0.874
"126","Chuquisaca","Sucre","Estación De Bomberos",149,0,1,1,25,3,8,0,1,188,1,15,204,228,0.133,0.895
"127","Chuquisaca","Sucre","Estación De Bomberos",149,0,0,0,30,3,7,0,4,193,1,8,202,228,0.155,0.886
"128","Chuquisaca","Sucre","Estación De Bomberos",115,1,2,0,34,4,9,1,0,166,2,2,170,186,0.205,0.914
"129","Chuquisaca","Sucre","Kinder Echeverria",170,0,0,0,18,2,2,0,0,192,2,3,197,226,0.094,0.872
"130","Chuquisaca","Sucre","Kinder Echeverria",159,0,1,1,20,1,5,2,2,191,0,4,195,220,0.105,0.886
"131","Chuquisaca","Sucre","Kinder Echeverria",145,0,0,1,30,0,3,5,0,184,1,6,191,214,0.163,0.893
"132","Chuquisaca","Sucre","Kinder Echeverria",157,0,0,2,28,3,2,1,1,194,1,1,196,226,0.144,0.867
"133","Chuquisaca","Sucre","Kinder Echeverria",144,0,0,1,15,4,4,0,0,168,2,5,175,194,0.089,0.902
"134","Chuquisaca","Sucre","Esc. Josefina Goytia",150,1,0,1,29,1,9,2,1,194,2,7,203,224,0.149,0.906
"135","Chuquisaca","Sucre","Esc. Josefina Goytia",141,0,1,1,46,2,11,0,3,205,2,3,210,231,0.224,0.909
"136","Chuquisaca","Sucre","Esc. Josefina Goytia",117,1,1,0,47,1,15,1,4,187,0,10,197,230,0.251,0.857
"137","Chuquisaca","Sucre","Esc. Josefina Goytia",156,0,1,0,30,3,9,1,4,204,3,8,215,233,0.147,0.923
"138","Chuquisaca","Sucre","Esc. Josefina Goytia",123,2,1,0,40,4,13,0,2,185,2,9,196,229,0.216,0.856
"139","Chuquisaca","Sucre","Esc. Josefina Goytia",145,1,0,0,42,3,9,1,0,201,2,3,206,229,0.209,0.9
"140","Chuquisaca","Sucre","Esc. Josefina Goytia",147,2,0,3,36,3,10,1,4,206,1,2,209,228,0.175,0.917
"141","Chuquisaca","Sucre","Esc. Josefina Goytia",142,0,1,0,38,2,15,1,0,199,3,9,211,229,0.191,0.921
"142","Chuquisaca","Sucre","Col. Cardenal Maurer",145,0,0,0,40,2,9,0,0,196,1,5,202,230,0.204,0.878
"143","Chuquisaca","Sucre","Col. Cardenal Maurer",153,2,0,1,29,1,1,3,1,191,2,7,200,225,0.152,0.889
"144","Chuquisaca","Sucre","Col. Cardenal Maurer",153,1,1,1,24,1,6,0,2,189,2,11,202,227,0.127,0.89
"145","Chuquisaca","Sucre","Col. Cardenal Maurer",167,1,0,1,20,2,3,0,0,194,0,0,194,229,0.103,0.847
"146","Chuquisaca","Sucre","Col. Cardenal Maurer",143,1,0,0,35,2,3,1,1,186,1,5,192,224,0.188,0.857
"147","Chuquisaca","Sucre","Col. Cardenal Maurer",143,1,0,0,39,2,2,0,0,187,1,5,193,219,0.209,0.881
"148","Chuquisaca","Sucre","Col. Cardenal Maurer",156,0,1,1,26,7,9,0,1,201,0,0,201,230,0.129,0.874
"149","Chuquisaca","Sucre","Col. Cardenal Maurer",161,0,1,1,36,3,5,1,1,209,2,4,215,231,0.172,0.931
"150","Chuquisaca","Sucre","Col. Cardenal Maurer",139,1,0,1,46,2,7,1,0,197,0,5,202,231,0.234,0.874
"151","Chuquisaca","Sucre","Col. Cardenal Maurer",132,0,0,0,21,3,5,1,0,162,5,5,172,193,0.13,0.891
"152","Chuquisaca","Sucre","Salon Multifuncional America",95,1,0,2,61,2,26,0,2,189,4,7,200,224,0.323,0.893
"153","Chuquisaca","Sucre","Salon Multifuncional America",106,0,1,1,62,1,23,1,1,196,3,13,212,236,0.316,0.898
"154","Chuquisaca","Sucre","Salon Multifuncional America",104,3,1,0,41,9,26,2,3,189,5,9,203,232,0.217,0.875
"155","Chuquisaca","Sucre","Salon Multifuncional America",104,0,0,3,51,6,25,0,2,191,0,13,204,232,0.267,0.879
"156","Chuquisaca","Sucre","Salon Multifuncional America",99,1,1,1,68,1,16,3,1,191,2,7,200,232,0.356,0.862
"157","Chuquisaca","Sucre","Salon Multifuncional America",111,1,1,0,51,5,16,2,4,191,2,14,207,230,0.267,0.9
"158","Chuquisaca","Sucre","Salon Multifuncional America",117,3,5,2,36,4,13,0,4,184,4,9,197,229,0.196,0.86
"159","Chuquisaca","Sucre","(Cárcel) Cárcel Pública",46,1,0,1,85,3,33,0,3,172,4,11,187,238,0.494,0.786
"160","Chuquisaca","Sucre","Esc. Aniceto Arce",93,2,1,0,66,0,27,2,2,193,2,9,204,226,0.342,0.903
"161","Chuquisaca","Sucre","Esc. Aniceto Arce",105,1,3,1,47,2,18,2,1,180,4,10,194,226,0.261,0.858
"162","Chuquisaca","Sucre","Esc. Aniceto Arce",99,1,1,0,60,3,16,1,2,183,3,18,204,226,0.328,0.903
"163","Chuquisaca","Sucre","Esc. Aniceto Arce",100,0,0,0,60,1,18,1,7,187,6,9,202,229,0.321,0.882
"164","Chuquisaca","Sucre","Esc. Aniceto Arce",92,2,1,0,60,6,28,1,5,195,4,3,202,233,0.308,0.867
"165","Chuquisaca","Sucre","Esc. Aniceto Arce",73,2,3,2,56,4,25,0,2,167,6,13,186,226,0.335,0.823
"166","Chuquisaca","Sucre","Esc. Aniceto Arce",86,3,2,2,57,6,25,0,2,183,5,13,201,231,0.311,0.87
"167","Chuquisaca","Sucre","Esc. Aniceto Arce",107,0,0,0,64,2,26,0,7,206,0,7,213,231,0.311,0.922
"168","Chuquisaca","Sucre","Esc. Aniceto Arce",78,3,3,0,59,2,34,0,0,179,5,14,198,228,0.33,0.868
"169","Chuquisaca","Sucre","Esc. Aniceto Arce",105,2,2,1,45,3,20,1,1,180,3,15,198,223,0.25,0.888
"170","Chuquisaca","Sucre","Esc. Aniceto Arce",82,2,3,0,57,4,26,0,2,176,3,16,195,232,0.324,0.841
"171","Chuquisaca","Sucre","Esc. Aniceto Arce",70,4,3,3,66,1,22,2,2,173,5,11,189,231,0.382,0.818
"172","Chuquisaca","Sucre","Esc. Aniceto Arce",94,2,2,0,64,6,18,1,3,190,2,9,201,232,0.337,0.866
"173","Chuquisaca","Sucre","Esc. Aniceto Arce",89,0,2,1,61,6,21,0,1,181,6,9,196,224,0.337,0.875
"174","Chuquisaca","Sucre","Esc. Aniceto Arce",96,2,5,0,46,7,19,0,2,177,5,12,194,233,0.26,0.833
"175","Chuquisaca","Sucre","Esc. Aniceto Arce",100,2,2,0,54,3,27,0,4,192,1,7,200,229,0.281,0.873
"176","Chuquisaca","Sucre","Esc. Aniceto Arce",83,2,0,0,64,1,25,2,2,179,4,12,195,225,0.358,0.867
"177","Chuquisaca","Sucre","Esc. Aniceto Arce",92,0,2,2,68,4,30,4,2,204,3,4,211,233,0.333,0.906
"178","Chuquisaca","Sucre","Esc. Aniceto Arce",104,3,1,0,45,4,15,2,0,174,2,7,183,220,0.259,0.832
"179","Chuquisaca","Sucre","Esc. Aniceto Arce",108,1,3,0,52,5,15,1,3,188,4,9,201,229,0.277,0.878
"180","Chuquisaca","Sucre","Esc. Aniceto Arce",119,0,0,0,39,5,34,2,2,201,3,10,214,234,0.194,0.915
"181","Chuquisaca","Sucre","Esc. Aniceto Arce",97,1,1,0,52,3,20,2,2,178,6,11,195,228,0.292,0.855
"182","Chuquisaca","Sucre","Esc. Aniceto Arce",99,0,1,0,51,5,21,0,2,179,1,8,188,230,0.285,0.817
"183","Chuquisaca","Sucre","Esc. Aniceto Arce",76,1,3,1,57,5,31,1,4,179,2,10,191,227,0.318,0.841
"184","Chuquisaca","Sucre","Salon Multifuncional La Hoyada",123,1,0,0,50,6,11,1,1,193,4,6,203,236,0.259,0.86
"185","Chuquisaca","Sucre","Salon Multifuncional La Hoyada",137,1,1,0,49,2,10,1,1,202,2,4,208,224,0.243,0.929
"186","Chuquisaca","Sucre","Salon Multifuncional La Hoyada",116,0,0,2,40,2,16,1,4,181,0,8,189,227,0.221,0.833
"187","Chuquisaca","Sucre","Salon Multifuncional La Hoyada",131,0,1,0,52,2,11,1,1,199,4,6,209,231,0.261,0.905
"188","Chuquisaca","Sucre","U.E. San Roque Nivel Inicial",147,1,1,0,27,2,4,3,3,188,0,5,193,225,0.144,0.858
"189","Chuquisaca","Sucre","U.E. San Roque Nivel Inicial",147,1,0,0,30,4,14,1,0,197,2,5,204,223,0.152,0.915
"190","Chuquisaca","Sucre","U.E. San Roque Nivel Inicial",126,0,1,2,46,5,12,1,2,195,1,3,199,226,0.236,0.881
"191","Chuquisaca","Sucre","U.E. San Roque Nivel Inicial",132,1,1,0,37,3,13,1,4,192,3,11,206,231,0.193,0.892
"192","Chuquisaca","Sucre","U.E. San Roque Nivel Inicial",144,0,2,2,43,2,7,0,3,203,0,3,206,227,0.212,0.907
"193","Chuquisaca","Sucre","U.E. San Roque Nivel Inicial",140,0,0,0,36,3,11,2,2,194,1,7,202,224,0.186,0.902
"194","Chuquisaca","Sucre","U.E. San Roque Nivel Inicial",159,0,0,1,27,3,4,0,0,194,2,6,202,231,0.139,0.874
"195","Chuquisaca","Sucre","Col. Don Bosco",162,0,0,1,32,2,5,0,0,202,0,6,208,225,0.158,0.924
"196","Chuquisaca","Sucre","Col. Don Bosco",158,1,0,0,28,2,3,0,0,192,2,6,200,232,0.146,0.862
"197","Chuquisaca","Sucre","Col. Don Bosco",152,0,0,0,18,4,9,4,1,188,1,3,192,223,0.096,0.861
"198","Chuquisaca","Sucre","Col. Don Bosco",162,0,0,1,25,3,8,0,0,199,1,5,205,225,0.126,0.911
"199","Chuquisaca","Sucre","Col. Don Bosco",155,0,1,0,29,4,7,3,0,199,1,3,203,230,0.146,0.883
"200","Chuquisaca","Sucre","Col. Don Bosco",163,0,1,0,29,1,7,2,0,203,1,1,205,230,0.143,0.891
"201","Chuquisaca","Sucre","Col. Don Bosco",163,0,1,0,26,2,4,3,1,200,1,3,204,226,0.13,0.903
"202","Chuquisaca","Sucre","Col. Don Bosco",161,0,0,0,29,1,4,1,0,196,0,4,200,226,0.148,0.885
"203","Chuquisaca","Sucre","Kinder Municipal",149,1,1,7,31,2,4,0,2,197,2,3,202,222,0.157,0.91
"204","Chuquisaca","Sucre","Kinder Municipal",159,0,0,2,24,3,7,0,1,196,2,2,200,224,0.122,0.893
"205","Chuquisaca","Sucre","Kinder Municipal",146,1,1,0,33,4,12,3,0,200,2,10,212,230,0.165,0.922
"206","Chuquisaca","Sucre","Kinder Municipal",152,0,1,0,30,1,11,1,1,197,0,6,203,223,0.152,0.91
"207","Chuquisaca","Sucre","Kinder Municipal",148,0,0,0,35,3,7,2,1,196,1,5,202,226,0.179,0.894
"208","Chuquisaca","Sucre","Kinder Municipal",158,0,0,0,31,6,8,2,0,205,3,1,209,227,0.151,0.921
"209","Chuquisaca","Sucre","Kinder Municipal",153,0,0,0,29,2,3,0,1,188,0,5,193,220,0.154,0.877
"210","Chuquisaca","Sucre","Kinder Municipal",152,1,0,0,43,3,4,0,1,204,0,3,207,224,0.211,0.924
"211","Chuquisaca","Sucre","Kinder Municipal",162,0,0,1,28,4,11,0,3,209,2,6,217,245,0.134,0.886
"212","Chuquisaca","Sucre","Colegio Domingo Sabio",104,0,0,0,53,8,18,1,4,188,9,7,204,220,0.282,0.927
"213","Chuquisaca","Sucre","Colegio Domingo Sabio",131,2,1,1,31,10,18,2,0,196,4,9,209,229,0.158,0.913
"214","Chuquisaca","Sucre","Colegio Domingo Sabio",110,1,4,0,44,3,33,1,3,199,4,5,208,230,0.221,0.904
"215","Chuquisaca","Sucre","Colegio Domingo Sabio",106,0,5,0,53,3,29,0,2,198,6,5,209,231,0.268,0.905
"216","Chuquisaca","Sucre","Colegio Domingo Sabio",88,2,0,0,45,6,47,1,2,191,1,4,196,224,0.236,0.875
"217","Chuquisaca","Sucre","Colegio Domingo Sabio",102,1,1,0,48,4,31,1,3,191,6,8,205,228,0.251,0.899
"218","Chuquisaca","Sucre","Colegio Domingo Sabio",90,4,4,0,53,7,33,1,2,194,7,7,208,234,0.273,0.889
"219","Chuquisaca","Sucre","Colegio Domingo Sabio",126,1,0,0,41,1,33,1,2,205,4,4,213,234,0.2,0.91
"220","Chuquisaca","Sucre","Colegio Domingo Sabio",121,2,2,0,37,6,29,1,1,199,6,8,213,233,0.186,0.914
"221","Chuquisaca","Sucre","Colegio Domingo Sabio",111,1,2,1,61,8,17,0,0,201,2,8,211,227,0.303,0.93
"222","Chuquisaca","Sucre","Colegio Domingo Sabio",93,0,1,0,46,8,22,1,2,173,4,7,184,204,0.266,0.902
"223","Chuquisaca","Sucre","Liceo María Josefa Mujia",151,0,0,0,32,1,5,1,0,190,0,4,194,224,0.168,0.866
"224","Chuquisaca","Sucre","Liceo María Josefa Mujia",165,0,1,1,22,2,7,0,3,201,0,4,205,232,0.109,0.884
"225","Chuquisaca","Sucre","Liceo María Josefa Mujia",156,1,1,2,25,1,2,0,0,188,3,3,194,226,0.133,0.858
"226","Chuquisaca","Sucre","Liceo María Josefa Mujia",142,1,0,0,26,2,5,1,0,177,1,6,184,219,0.147,0.84
"227","Chuquisaca","Sucre","Liceo María Josefa Mujia",172,0,0,0,23,2,6,1,1,205,1,6,212,233,0.112,0.91
"228","Chuquisaca","Sucre","Liceo María Josefa Mujia",175,0,0,0,20,1,5,1,0,202,0,5,207,233,0.099,0.888
"229","Chuquisaca","Sucre","Liceo María Josefa Mujia",161,0,0,1,19,3,5,1,0,190,2,7,199,228,0.1,0.873
"230","Chuquisaca","Sucre","Liceo María Josefa Mujia",166,1,1,1,29,5,5,1,0,209,1,1,211,231,0.139,0.913
"231","Chuquisaca","Sucre","Unidad Educativa Ruffo",69,1,5,1,86,7,44,2,3,218,6,6,230,236,0.394,0.975
"232","Chuquisaca","Sucre","Unidad Educativa Ruffo",42,3,3,2,85,4,60,1,0,200,8,17,225,236,0.425,0.953
"233","Chuquisaca","Sucre","Unidad Educativa Ruffo",48,2,3,1,84,0,60,1,3,202,8,12,222,232,0.416,0.957
"234","Chuquisaca","Sucre","Unidad Educativa Ruffo",49,3,3,1,100,5,37,0,7,205,7,14,226,239,0.488,0.946
"235","Chuquisaca","Sucre","Unidad Educativa Ruffo",59,1,2,2,73,3,33,0,2,175,11,8,194,215,0.417,0.902
"236","Chuquisaca","Sucre","U.E. Eduardo Abaroa",133,0,0,0,21,3,6,4,1,168,1,7,176,224,0.125,0.786
"237","Chuquisaca","Sucre","U.E. Eduardo Abaroa",142,0,0,0,29,2,2,0,1,176,1,8,185,225,0.165,0.822
"238","Chuquisaca","Sucre","U.E. Eduardo Abaroa",147,0,0,1,31,1,4,0,0,184,0,6,190,225,0.168,0.844
"239","Chuquisaca","Sucre","U.E. Eduardo Abaroa",133,0,2,0,31,2,15,0,4,187,0,6,193,232,0.166,0.832
"240","Chuquisaca","Sucre","U.E. Eduardo Abaroa",138,0,0,0,36,1,12,1,2,190,2,5,197,228,0.189,0.864
"241","Chuquisaca","Sucre","U.E. Eduardo Abaroa",145,0,0,2,24,1,6,1,1,180,2,5,187,222,0.133,0.842
"242","Chuquisaca","Sucre","U.E. Eduardo Abaroa",127,0,0,1,27,5,9,1,3,173,2,4,179,222,0.156,0.806
"243","Chuquisaca","Sucre","U.E. Eduardo Abaroa",152,0,0,0,23,3,8,1,3,190,2,6,198,232,0.121,0.853
"244","Chuquisaca","Sucre","U.E. Eduardo Abaroa",146,1,0,1,30,2,13,2,0,195,1,8,204,235,0.154,0.868
"245","Chuquisaca","Sucre","U.E. Eduardo Abaroa",139,1,0,0,22,1,11,3,2,179,0,6,185,231,0.123,0.801
"246","Chuquisaca","Sucre","U.E. Eduardo Abaroa",146,0,2,0,34,1,7,5,2,197,0,4,201,232,0.173,0.866
"247","Chuquisaca","Sucre","U.E. Eduardo Abaroa",145,1,0,2,27,4,6,1,0,186,1,4,191,228,0.145,0.838
"248","Chuquisaca","Sucre","U.E. Eduardo Abaroa",136,0,1,0,28,2,4,1,0,172,5,9,186,226,0.163,0.823
"249","Chuquisaca","Sucre","U.E. Eduardo Abaroa",137,0,4,1,22,3,10,0,0,177,0,7,184,227,0.124,0.811
"250","Chuquisaca","Sucre","U.E. Eduardo Abaroa",150,0,0,1,25,1,13,0,0,190,0,7,197,231,0.132,0.853
"251","Chuquisaca","Sucre","U.E. Eduardo Abaroa",143,0,1,1,36,3,6,0,2,192,0,3,195,229,0.188,0.852
"252","Chuquisaca","Sucre","U.E. Eduardo Abaroa",139,0,0,0,28,5,12,2,1,187,2,3,192,233,0.15,0.824
"253","Chuquisaca","Sucre","Col. Sagrado Corazon",160,0,0,0,19,3,5,1,0,188,2,4,194,228,0.101,0.851
"254","Chuquisaca","Sucre","Col. Sagrado Corazon",152,0,1,2,30,4,3,1,0,193,0,3,196,224,0.155,0.875
"255","Chuquisaca","Sucre","Col. Sagrado Corazon",152,0,0,1,22,1,5,1,0,182,1,7,190,225,0.121,0.844
"256","Chuquisaca","Sucre","Col. Sagrado Corazon",158,0,0,1,22,1,3,2,0,187,3,4,194,228,0.118,0.851
"257","Chuquisaca","Sucre","Col. Sagrado Corazon",151,0,0,1,22,2,10,1,2,189,2,4,195,222,0.116,0.878
"258","Chuquisaca","Sucre","Fundacion Pachamama",144,0,0,1,38,4,13,0,3,203,1,2,206,228,0.187,0.904
"259","Chuquisaca","Sucre","Fundacion Pachamama",150,0,1,0,24,4,21,1,2,203,3,6,212,236,0.118,0.898
"260","Chuquisaca","Sucre","Fundacion Pachamama",139,0,2,0,36,3,17,1,0,198,0,7,205,231,0.182,0.887
"261","Chuquisaca","Sucre","Fundacion Pachamama",159,0,3,0,22,4,11,0,1,200,3,7,210,231,0.11,0.909
"262","Chuquisaca","Sucre","Fundacion Pachamama",154,0,1,0,27,2,8,0,1,193,0,9,202,228,0.14,0.886
"263","Chuquisaca","Sucre","Fundacion Pachamama",147,0,0,0,27,5,13,0,1,193,1,9,203,227,0.14,0.894
"264","Chuquisaca","Sucre","Kinder Gerardo Vaca Guzman",134,0,2,2,32,1,11,0,1,183,0,5,188,216,0.175,0.87
"265","Chuquisaca","Sucre","Kinder Gerardo Vaca Guzman",150,0,0,1,32,4,5,0,0,192,0,2,194,217,0.167,0.894
"266","Chuquisaca","Sucre","Kinder Gerardo Vaca Guzman",137,0,0,0,31,3,6,2,4,183,1,6,190,220,0.169,0.864
"267","Chuquisaca","Sucre","Escuela Daniel Calvo",163,0,0,0,21,5,6,3,0,198,0,1,199,224,0.106,0.888
"268","Chuquisaca","Sucre","Escuela Daniel Calvo",135,0,1,0,27,5,1,4,0,173,1,5,179,210,0.156,0.852
"269","Chuquisaca","Sucre","Escuela Daniel Calvo",143,0,0,3,23,2,4,4,0,179,0,3,182,213,0.128,0.854
"270","Chuquisaca","Sucre","Colegio 23 de Marzo",136,1,1,1,29,3,21,4,0,196,0,6,202,226,0.148,0.894
"271","Chuquisaca","Sucre","Colegio 23 de Marzo",144,1,0,0,30,2,13,0,0,190,1,9,200,231,0.158,0.866
"272","Chuquisaca","Sucre","Colegio 23 de Marzo",133,4,2,0,32,4,21,0,2,198,5,4,207,232,0.162,0.892
"273","Chuquisaca","Sucre","Colegio 23 de Marzo",151,0,1,0,30,5,14,0,0,201,1,8,210,229,0.149,0.917
"274","Chuquisaca","Sucre","Colegio 23 de Marzo",144,1,2,1,31,4,16,0,3,202,2,7,211,233,0.153,0.906
"275","Chuquisaca","Sucre","Colegio 23 de Marzo",142,0,1,0,38,3,16,2,0,202,3,6,211,231,0.188,0.913
