"","Department","Municipality","Precinct","Turnout","MAS.vote","Fraud.type"
"964","Chuquisaca","Yotala","Centro Educativo Santa Rosa",0.835,0.581,"Clean"
"965","Chuquisaca","Yotala","Centro Educativo Santa Rosa",0.874,0.5,"Clean"
"966","Chuquisaca","Yotala","Centro Educativo Santa Rosa",0.876,0.439,"Clean"
"967","Chuquisaca","Yotala","Centro Educativo Santa Rosa",0.85,0.337,"Clean"
"968","Chuquisaca","Yotala","Centro Educativo Santa Rosa",0.885,0.563,"Clean"
"969","Chuquisaca","Yotala","Colegio San Isidro De Anfaya",0.899,0.884,"VS"
"970","Chuquisaca","Yotala","Colegio San Isidro De Anfaya",0.918,0.895,"VS"
"971","Chuquisaca","Yotala","Colegio Tasa Pampa",0.813,0.91,"VS"
"972","Chuquisaca","Yotala","Escuela Antonio Tovar Hinojosa",0.877,0.791,"Clean"
"973","Chuquisaca","Yotala","Unidad Educativa German Busch",0.873,0.601,"Clean"
"974","Chuquisaca","Yotala","Unidad Educativa Campanario",0.897,0.582,"Clean"
"975","Chuquisaca","Yotala","Unidad Educativa Victor Sandi",0.905,0.667,"Clean"
"976","Chuquisaca","Yotala","Unidad Educativa Victor Sandi",0.905,0.605,"Clean"
"977","Chuquisaca","Poroma","U. Edu. San Andres De Poroma",0.836,0.7,"Clean"
"978","Chuquisaca","Poroma","U. Edu. San Andres De Poroma",0.814,0.75,"Clean"
"979","Chuquisaca","Poroma","U. Edu. San Andres De Poroma",0.813,0.82,"Clean"
"980","Chuquisaca","Poroma","U. Edu. San Andres De Poroma",0.809,0.766,"Clean"
"981","Chuquisaca","Poroma","Sub Alcaldía De Sapse",0.84,0.819,"Clean"
"982","Chuquisaca","Poroma","Colegio Rafael Campos De Luje",0.826,0.845,"Clean"
"983","Chuquisaca","Poroma","Escuela Central Challcha",0.809,0.72,"Clean"
"984","Chuquisaca","Poroma","Unidad Educativa Los Alamos",0.903,0.729,"Clean"
"985","Chuquisaca","Poroma","Colegiomanuel Ovando San Juan De Orcas",0.792,0.827,"Clean"
"986","Chuquisaca","Poroma","Unidad Educativa Iru Kkota",0.847,0.839,"Clean"
"987","Chuquisaca","Poroma","Unidad Educativa Chijmuri",0.879,0.741,"Clean"
"988","Chuquisaca","Poroma","Unidad Educativa Palajla",0.884,0.988,"VS"
"989","Chuquisaca","Poroma","Unidad Educativa Sanabria",0.938,0.755,"Clean"
"990","Chuquisaca","Poroma","Unidad Educativa Cucuri",0.844,0.81,"Clean"
"991","Chuquisaca","Poroma","Unidad Educativa Yanani",0.917,0.948,"VS"
"992","Chuquisaca","Azurduy","Unidad Educativa Nicanor Lopez",0.844,0.649,"Clean"
"993","Chuquisaca","Azurduy","Unidad Educativa Nicanor Lopez",0.872,0.601,"Clean"
"994","Chuquisaca","Azurduy","Unidad Educativa Nicanor Lopez",0.807,0.516,"Clean"
"995","Chuquisaca","Azurduy","Unidad Educativa Nicanor Lopez",0.835,0.577,"Clean"
"996","Chuquisaca","Azurduy","Unidad Educativa Nicanor Lopez",0.812,0.58,"Clean"
"997","Chuquisaca","Azurduy","Unidad Educativa Nicanor Lopez",0.835,0.613,"Clean"
"998","Chuquisaca","Azurduy","Unidad Educativa Nicanor Lopez",0.841,0.673,"Clean"
"999","Chuquisaca","Azurduy","Unidad Educativa Nicanor Lopez",0.873,0.518,"Clean"
"1000","Chuquisaca","Azurduy","Unidad Educativa Nicanor Lopez",0.903,0.513,"Clean"
"1001","Chuquisaca","Azurduy","Escuela Pinos",0.885,0.951,"VS"
"1002","Chuquisaca","Azurduy","Escuela  Rodeo Chico",0.908,0.969,"VS"
"1003","Chuquisaca","Azurduy","Escuela  Rodeo Chico",0.899,0.934,"VS"
"1004","Chuquisaca","Azurduy","Escuela Tablani",0.922,0.889,"VS"
"1005","Chuquisaca","Azurduy","Escuela Duraznal",0.879,0.944,"VS"
"1006","Chuquisaca","Azurduy","U.E. Collpamayu",0.913,0.893,"VS"
"1007","Chuquisaca","Azurduy","U.E. Collpamayu",0.894,0.92,"VS"
"1008","Chuquisaca","Tarvita","Unidad Educativa Antonio Tovar",0.904,0.63,"Clean"
"1009","Chuquisaca","Tarvita","Unidad Educativa Antonio Tovar",0.897,0.54,"Clean"
"1010","Chuquisaca","Tarvita","Unidad Educativa Antonio Tovar",0.889,0.591,"Clean"
"1011","Chuquisaca","Tarvita","Unidad Educativa Antonio Tovar",0.832,0.543,"Clean"
"1012","Chuquisaca","Tarvita","Escuela 12 de Octubre",0.87,0.789,"Clean"
"1013","Chuquisaca","Tarvita","Escuela 12 de Octubre",0.866,0.754,"Clean"
"1014","Chuquisaca","Tarvita","Escuela 12 de Octubre",0.866,0.781,"Clean"
"1015","Chuquisaca","Tarvita","Escuela Luis Evencio Orías",0.817,0.516,"Clean"
"1016","Chuquisaca","Tarvita","Escuela Luis Evencio Orías",0.855,0.684,"Clean"
"1017","Chuquisaca","Tarvita","Escuela Luis Evencio Orías",0.824,0.587,"Clean"
"1018","Chuquisaca","Tarvita","Escuela Mariscal Braun",0.902,0.696,"Clean"
"1019","Chuquisaca","Tarvita","Escuela Mariscal Braun",0.886,0.692,"Clean"
"1020","Chuquisaca","Tarvita","Escuela Cruz Ckasa",0.802,0.91,"VS"
"1021","Chuquisaca","Tarvita","Escuela Cruz Ckasa",0.851,0.839,"Clean"
"1022","Chuquisaca","Tarvita","Escuela Cruz Ckasa",0.871,0.886,"VS"
"1023","Chuquisaca","Tarvita","Unidad Educativa Jesús Maestro",0.805,0.943,"VS"
"1024","Chuquisaca","Tarvita","Unidad Educativa Jesús Maestro",0.842,0.94,"VS"
"1025","Chuquisaca","Tarvita","Unidad Educativa Jesús Maestro",0.767,0.925,"VS"
"1026","Chuquisaca","Tarvita","Unidad Educativa Jesús Maestro",0.84,0.933,"VS"
"1027","Chuquisaca","Tarvita","Unidad Educativa Pampas de Leque",0.874,0.918,"VS"
"1028","Chuquisaca","Tarvita","U.E. Villa Pampa",0.85,0.688,"Clean"
"1029","Chuquisaca","Zudañez","Col. Jaime De Zudañez",0.929,0.734,"Clean"
"1030","Chuquisaca","Zudañez","Col. Jaime De Zudañez",0.872,0.647,"Clean"
"1031","Chuquisaca","Zudañez","Col. Jaime De Zudañez",0.853,0.574,"Clean"
"1032","Chuquisaca","Zudañez","Col. Jaime De Zudañez",0.881,0.724,"Clean"
"1033","Chuquisaca","Zudañez","Col. Jaime De Zudañez",0.881,0.652,"Clean"
"1034","Chuquisaca","Zudañez","Col. Jaime De Zudañez",0.844,0.812,"Clean"
"1035","Chuquisaca","Zudañez","Col. Ignacio Prudencio Bustillos",0.794,0.934,"VS"
"1036","Chuquisaca","Zudañez","Col. Ignacio Prudencio Bustillos",0.861,0.719,"Clean"
"1037","Chuquisaca","Zudañez","Col. Ignacio Prudencio Bustillos",0.852,0.726,"Clean"
"1038","Chuquisaca","Zudañez","Col. Ignacio Prudencio Bustillos",0.867,0.832,"Clean"
"1039","Chuquisaca","Zudañez","Col. Ignacio Prudencio Bustillos",0.88,0.798,"Clean"
"1040","Chuquisaca","Zudañez","Col. Ignacio Prudencio Bustillos",0.875,0.793,"Clean"
"1041","Chuquisaca","Zudañez","Col. Ignacio Prudencio Bustillos",0.85,0.811,"Clean"
"1042","Chuquisaca","Zudañez","Escuela Sayan Chaca",0.849,0.933,"VS"
"1043","Chuquisaca","Presto","Unidad Educativa Ricardo Mujia",0.839,0.745,"Clean"
"1044","Chuquisaca","Presto","Unidad Educativa Ricardo Mujia",0.836,0.739,"Clean"
"1045","Chuquisaca","Presto","Unidad Educativa Ricardo Mujia",0.874,0.672,"Clean"
"1046","Chuquisaca","Presto","Unidad Educativa Ricardo Mujia",0.87,0.642,"Clean"
"1047","Chuquisaca","Presto","Unidad Educativa Ricardo Mujia",0.817,0.747,"Clean"
"1048","Chuquisaca","Presto","Escuela Elisardo Perez",0.799,0.808,"Clean"
"1049","Chuquisaca","Presto","Escuela José María Martínez",0.833,0.801,"Clean"
"1050","Chuquisaca","Presto","Unidad Educativa Tomoroco",0.845,0.761,"Clean"
"1051","Chuquisaca","Presto","Unidad Educativa Tomoroco",0.905,0.758,"Clean"
"1052","Chuquisaca","Mojocoya","Unidad Educativa Eduardo Avaroa",0.858,0.6,"Clean"
"1053","Chuquisaca","Mojocoya","Colegio Franz Tamayo",0.891,0.828,"Clean"
"1054","Chuquisaca","Mojocoya","Colegio Franz Tamayo",0.883,0.757,"Clean"
"1055","Chuquisaca","Mojocoya","Colegio Franz Tamayo",0.889,0.768,"Clean"
"1056","Chuquisaca","Mojocoya","Colegio Franz Tamayo",0.892,0.738,"Clean"
"1057","Chuquisaca","Mojocoya","Colegio Franz Tamayo",0.875,0.767,"Clean"
"1058","Chuquisaca","Mojocoya","Colegio Franz Tamayo",0.876,0.786,"Clean"
"1059","Chuquisaca","Mojocoya","Colegio Franz Tamayo",0.905,0.749,"Clean"
"1060","Chuquisaca","Mojocoya","Colegio Franz Tamayo",0.876,0.787,"Clean"
"1061","Chuquisaca","Mojocoya","Colegio Franz Tamayo",0.893,0.817,"Clean"
"1062","Chuquisaca","Mojocoya","Colegio Franz Tamayo",0.879,0.732,"Clean"
"1063","Chuquisaca","Mojocoya","Colegio Franz Tamayo",0.897,0.703,"Clean"
"1064","Chuquisaca","Mojocoya","Escuela Guadalupe",0.843,0.851,"Clean"
"1065","Chuquisaca","Mojocoya","Escuela Hilarion Vides Choque",0.903,0.846,"VS"
"1066","Chuquisaca","Villa Ricardo Mugia - Icla","Colegio Antonio José De Sucre",0.881,0.724,"Clean"
"1067","Chuquisaca","Villa Ricardo Mugia - Icla","Colegio Antonio José De Sucre",0.803,0.714,"Clean"
"1068","Chuquisaca","Villa Ricardo Mugia - Icla","Colegio Antonio José De Sucre",0.826,0.615,"Clean"
"1069","Chuquisaca","Villa Ricardo Mugia - Icla","Escuela Rodeo",0.811,0.89,"VS"
"1070","Chuquisaca","Villa Ricardo Mugia - Icla","Escuela Jatun Mayu",0.889,0.836,"VS"
"1071","Chuquisaca","Villa Ricardo Mugia - Icla","Colegio Rosendo La Fuente",0.821,0.717,"Clean"
"1072","Chuquisaca","Villa Ricardo Mugia - Icla","Escuela Thaco Pampa",0.89,0.823,"Clean"
"1073","Chuquisaca","Villa Ricardo Mugia - Icla","Colegio Elizardo Perez",0.91,0.674,"Clean"
"1074","Chuquisaca","Villa Ricardo Mugia - Icla","Colegio Elizardo Perez",0.874,0.732,"Clean"
"1075","Chuquisaca","Villa Ricardo Mugia - Icla","Escuela San Jacinto",0.864,0.874,"VS"
"1076","Chuquisaca","Villa Ricardo Mugia - Icla","U. Edu. Seccional Chunca Cancha Baja",0.879,0.847,"Clean"
"1077","Chuquisaca","Padilla","Colegio San Pio X",0.901,0.46,"Clean"
"1078","Chuquisaca","Padilla","Colegio San Pio X",0.901,0.497,"Clean"
"1079","Chuquisaca","Padilla","Colegio San Pio X",0.916,0.652,"Clean"
"1080","Chuquisaca","Padilla","Colegio San Pio X",0.866,0.67,"Clean"
"1081","Chuquisaca","Padilla","Colegio San Pio X",0.915,0.581,"Clean"
"1082","Chuquisaca","Padilla","Colegio San Pio X",0.871,0.497,"Clean"
"1083","Chuquisaca","Padilla","Colegio San Pio X",0.876,0.549,"Clean"
"1084","Chuquisaca","Padilla","Colegio San Pio X",0.858,0.508,"Clean"
"1085","Chuquisaca","Padilla","Colegio San Pio X",0.893,0.553,"Clean"
"1086","Chuquisaca","Padilla","Escuela Manuel A. Padilla",0.893,0.473,"Clean"
"1087","Chuquisaca","Padilla","Escuela Manuel A. Padilla",0.892,0.601,"Clean"
"1088","Chuquisaca","Padilla","Escuela Manuel A. Padilla",0.893,0.571,"Clean"
"1089","Chuquisaca","Padilla","Escuela Manuel A. Padilla",0.841,0.636,"Clean"
"1090","Chuquisaca","Padilla","Escuela Manuel A. Padilla",0.816,0.634,"Clean"
"1091","Chuquisaca","Padilla","Escuela Manuel A. Padilla",0.931,0.593,"Clean"
"1092","Chuquisaca","Padilla","Escuela Manuel A. Padilla",0.919,0.555,"Clean"
"1093","Chuquisaca","Padilla","Escuela Manuel A. Padilla",0.895,0.525,"Clean"
"1094","Chuquisaca","Padilla","Escuela Manuel A. Padilla",0.907,0.634,"Clean"
"1095","Chuquisaca","Padilla","Unidad Educativa 2 de Abril La Cienega",0.904,0.854,"VS"
"1096","Chuquisaca","Padilla","Unidad Educativa Telemina Barja",0.87,0.787,"Clean"
"1097","Chuquisaca","Padilla","Nucleo Escolar Humberto Delgadillo",0.89,0.707,"Clean"
"1098","Chuquisaca","Padilla","Nucleo Escolar Humberto Delgadillo",0.897,0.747,"Clean"
"1099","Chuquisaca","Tomina","Unidad Educativa Eduardo Avaroa",0.874,0.635,"Clean"
"1100","Chuquisaca","Tomina","Unidad Educativa Eduardo Avaroa",0.83,0.741,"Clean"
"1101","Chuquisaca","Tomina","Unidad Educativa Eduardo Avaroa",0.914,0.674,"Clean"
"1102","Chuquisaca","Tomina","Unidad Educativa Eduardo Avaroa",0.883,0.741,"Clean"
"1103","Chuquisaca","Tomina","Unidad Educativa Eduardo Avaroa",0.884,0.758,"Clean"
"1104","Chuquisaca","Tomina","Unidad Educativa Eduardo Avaroa",0.839,0.706,"Clean"
"1105","Chuquisaca","Tomina","Unidad Educativa Eduardo Avaroa",0.804,0.723,"Clean"
"1106","Chuquisaca","Tomina","Escuela Simón Rodriguez",0.906,0.794,"Clean"
"1107","Chuquisaca","Tomina","Escuela Simón Rodriguez",0.877,0.819,"Clean"
"1108","Chuquisaca","Tomina","Escuela Simón Rodriguez",0.903,0.857,"VS"
"1109","Chuquisaca","Tomina","Escuela Lorenzo Catala",0.917,0.899,"VS"
"1110","Chuquisaca","Tomina","U. E. Seccional Faustino Suarez",0.854,0.926,"VS"
"1111","Chuquisaca","Tomina","Unidad Educativa Seccional Fuerte Rua",0.919,0.981,"VS"
"1112","Chuquisaca","Tomina","U.E. Pucara",0.932,0.812,"VS"
"1113","Chuquisaca","Tomina","U.E. Antofagasta",0.932,0.858,"VS"
"1114","Chuquisaca","Sopachui","Escuela Juan Bosing",0.896,0.659,"Clean"
"1115","Chuquisaca","Sopachui","Escuela Juan Bosing",0.86,0.76,"Clean"
"1116","Chuquisaca","Sopachui","Escuela Juan Bosing",0.855,0.651,"Clean"
"1117","Chuquisaca","Sopachui","Escuela Juan Bosing",0.88,0.611,"Clean"
"1118","Chuquisaca","Sopachui","Colegio 25 de Mayo",0.857,0.712,"Clean"
"1119","Chuquisaca","Sopachui","Colegio 25 de Mayo",0.851,0.659,"Clean"
"1120","Chuquisaca","Sopachui","Internado Santa Rosa De Amancaya",0.888,0.922,"VS"
"1121","Chuquisaca","Sopachui","Escuela Sipicani",0.953,0.964,"BBS"
"1122","Chuquisaca","Sopachui","Unidad Educativa Mama Huasi",0.975,0.984,"BBS"
"1123","Chuquisaca","Alcalá","Unidad Educativa Alcala",0.894,0.618,"Clean"
"1124","Chuquisaca","Alcalá","Unidad Educativa Alcala",0.852,0.657,"Clean"
"1125","Chuquisaca","Alcalá","Unidad Educativa Alcala",0.847,0.623,"Clean"
"1126","Chuquisaca","Alcalá","Unidad Educativa Alcala",0.877,0.575,"Clean"
"1127","Chuquisaca","Alcalá","Escuela Oscar Alfaro",0.909,0.813,"Clean"
"1128","Chuquisaca","Alcalá","Escuela Oscar Alfaro",0.915,0.857,"VS"
"1129","Chuquisaca","El Villar","Colegio Eduardo Abaroa",0.858,0.766,"Clean"
"1130","Chuquisaca","El Villar","Colegio Eduardo Abaroa",0.865,0.739,"Clean"
"1131","Chuquisaca","El Villar","Colegio Eduardo Abaroa",0.89,0.772,"Clean"
"1132","Chuquisaca","El Villar","Colegio Eduardo Abaroa",0.852,0.642,"Clean"
"1133","Chuquisaca","El Villar","Escuela Seccional La Revuelta",0.882,0.83,"Clean"
"1134","Chuquisaca","El Villar","Escuela Seccional La Revuelta",0.869,0.853,"VS"
"1135","Chuquisaca","El Villar","Unidad Educativa El Dorado",0.877,0.921,"VS"
"1136","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.857,0.34,"Clean"
"1137","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.91,0.325,"Clean"
"1138","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.853,0.402,"Clean"
"1139","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.884,0.343,"Clean"
"1140","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.796,0.414,"Clean"
"1141","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.868,0.311,"Clean"
"1142","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.892,0.396,"Clean"
"1143","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.871,0.477,"Clean"
"1144","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.889,0.432,"Clean"
"1145","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.898,0.381,"Clean"
"1146","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.853,0.407,"Clean"
"1147","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.861,0.462,"Clean"
"1148","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.921,0.352,"Clean"
"1149","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.845,0.406,"Clean"
"1150","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.886,0.479,"Clean"
"1151","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.88,0.419,"Clean"
"1152","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.885,0.332,"Clean"
"1153","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.856,0.432,"Clean"
"1154","Chuquisaca","Monteagudo","Escuela María Vda. De Valda",0.853,0.398,"Clean"
"1155","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.893,0.335,"Clean"
"1156","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.887,0.399,"Clean"
"1157","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.882,0.391,"Clean"
"1158","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.845,0.444,"Clean"
"1159","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.846,0.337,"Clean"
"1160","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.83,0.375,"Clean"
"1161","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.898,0.389,"Clean"
"1162","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.872,0.385,"Clean"
"1163","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.891,0.452,"Clean"
"1164","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.873,0.344,"Clean"
"1165","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.88,0.435,"Clean"
"1166","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.879,0.368,"Clean"
"1167","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.863,0.352,"Clean"
"1168","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.897,0.46,"Clean"
"1169","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.846,0.345,"Clean"
"1170","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.868,0.341,"Clean"
"1171","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.883,0.376,"Clean"
"1172","Chuquisaca","Monteagudo","Escuela Bernardo Monteagudo",0.856,0.428,"Clean"
"1173","Chuquisaca","Monteagudo","U. Edu. Juana Azurduy De Padilla",0.833,0.512,"Clean"
"1174","Chuquisaca","Monteagudo","U. Edu. Juana Azurduy De Padilla",0.853,0.506,"Clean"
"1175","Chuquisaca","Monteagudo","Unidad Educativa Rebeca De La Vega",0.884,0.453,"Clean"
"1176","Chuquisaca","Monteagudo","Unidad Educativa Rebeca De La Vega",0.864,0.403,"Clean"
"1177","Chuquisaca","Monteagudo","Unidad Educativa Rebeca De La Vega",0.876,0.519,"Clean"
"1178","Chuquisaca","Monteagudo","Unidad Educativa Rebeca De La Vega",0.926,0.487,"Clean"
"1179","Chuquisaca","Monteagudo","Unidad Educativa Rebeca De La Vega",0.873,0.47,"Clean"
"1180","Chuquisaca","Monteagudo","Unidad Educativa Rebeca De La Vega",0.9,0.503,"Clean"
"1181","Chuquisaca","Monteagudo","Unidad Educativa Rebeca De La Vega",0.884,0.462,"Clean"
"1182","Chuquisaca","Monteagudo","Unidad Educativa Rebeca De La Vega",0.911,0.455,"Clean"
"1183","Chuquisaca","Monteagudo","Unidad Educativa Rebeca De La Vega",0.848,0.393,"Clean"
"1184","Chuquisaca","Monteagudo","Unidad Educativa Rebeca De La Vega",0.854,0.394,"Clean"
"1185","Chuquisaca","Monteagudo","Escuela Pedernal",0.878,0.702,"Clean"
"1186","Chuquisaca","Monteagudo","Escuela 6 de Junio",0.794,0.522,"Clean"
"1187","Chuquisaca","Monteagudo","Escuela 6 de Junio",0.817,0.529,"Clean"
"1188","Chuquisaca","Monteagudo","Escuela Fernandez",0.856,0.592,"Clean"
"1189","Chuquisaca","Monteagudo","Escuela Chapimayu",0.865,0.655,"Clean"
"1190","Chuquisaca","Monteagudo","Escuela Despensas",0.801,0.762,"Clean"
"1191","Chuquisaca","Monteagudo","U. Edu. San Miguel Del Bañado",0.856,0.503,"Clean"
"1192","Chuquisaca","Monteagudo","U. Edu. San Miguel Del Bañado",0.864,0.434,"Clean"
"1193","Chuquisaca","Monteagudo","Escuela El Zapallar",0.861,0.607,"Clean"
"1194","Chuquisaca","Monteagudo","Unidad Educativa Valle Nuevo",0.911,0.707,"Clean"
"1195","Chuquisaca","Huacareta","Colegio Amistad A",0.825,0.394,"Clean"
"1196","Chuquisaca","Huacareta","Colegio Amistad A",0.809,0.427,"Clean"
"1197","Chuquisaca","Huacareta","Colegio Amistad A",0.86,0.38,"Clean"
"1198","Chuquisaca","Huacareta","Colegio Amistad A",0.846,0.39,"Clean"
"1199","Chuquisaca","Huacareta","Colegio Amistad A",0.826,0.388,"Clean"
"1200","Chuquisaca","Huacareta","Colegio Amistad A",0.836,0.545,"Clean"
"1201","Chuquisaca","Huacareta","Colegio Amistad A",0.862,0.47,"Clean"
"1202","Chuquisaca","Huacareta","Escuela Miguel Jhaster",0.848,0.506,"Clean"
"1203","Chuquisaca","Huacareta","Unidad Baldomero Lopez",0.814,0.602,"Clean"
"1204","Chuquisaca","Huacareta","Escuela Rafael Pabon",0.865,0.62,"Clean"
"1205","Chuquisaca","Huacareta","Escuela Rafael Pabon",0.868,0.628,"Clean"
"1206","Chuquisaca","Huacareta","Escuela Salvio Lanuza",0.844,0.261,"Clean"
"1207","Chuquisaca","Huacareta","Unidad Educativa Ernesto Theobald",0.845,0.725,"Clean"
"1208","Chuquisaca","Huacareta","Unidad Educativa Ernesto Theobald",0.833,0.628,"Clean"
"1209","Chuquisaca","Huacareta","Unidad Educativa Ernesto Theobald",0.912,0.641,"Clean"
"1210","Chuquisaca","Huacareta","Unidad Educativa San Jorge De Ipaty",0.801,0.937,"VS"
"1211","Chuquisaca","Huacareta","Unidad Educativa Huirasai",0.876,0.861,"Clean"
"1212","Chuquisaca","Tarabuco","U. Edu. Rosalia Vda. De Antezana",0.869,0.661,"Clean"
"1213","Chuquisaca","Tarabuco","U. Edu. Rosalia Vda. De Antezana",0.868,0.726,"Clean"
"1214","Chuquisaca","Tarabuco","U. Edu. Rosalia Vda. De Antezana",0.853,0.622,"Clean"
"1215","Chuquisaca","Tarabuco","U. Edu. Rosalia Vda. De Antezana",0.86,0.742,"Clean"
"1216","Chuquisaca","Tarabuco","U. Edu. Rosalia Vda. De Antezana",0.861,0.723,"Clean"
"1217","Chuquisaca","Tarabuco","U. Edu. Rosalia Vda. De Antezana",0.894,0.832,"VS"
"1218","Chuquisaca","Tarabuco","Colegio Aniceto Arce",0.803,0.654,"Clean"
"1219","Chuquisaca","Tarabuco","Colegio Aniceto Arce",0.869,0.584,"Clean"
"1220","Chuquisaca","Tarabuco","Colegio Aniceto Arce",0.824,0.688,"Clean"
"1221","Chuquisaca","Tarabuco","Colegio Aniceto Arce",0.858,0.648,"Clean"
"1222","Chuquisaca","Tarabuco","Colegio Aniceto Arce",0.835,0.703,"Clean"
"1223","Chuquisaca","Tarabuco","Colegio Aniceto Arce",0.887,0.678,"Clean"
"1224","Chuquisaca","Tarabuco","Colegio Aniceto Arce",0.865,0.609,"Clean"
"1225","Chuquisaca","Tarabuco","Colegio Aniceto Arce",0.855,0.771,"Clean"
"1226","Chuquisaca","Tarabuco","Colegio Nacional Mixto Bolivia",0.858,0.654,"Clean"
"1227","Chuquisaca","Tarabuco","Colegio Nacional Mixto Bolivia",0.859,0.643,"Clean"
"1228","Chuquisaca","Tarabuco","U. Edu. Jaime Villa Zamora",0.919,0.819,"Clean"
"1229","Chuquisaca","Tarabuco","Unidad Educativa Sarufaya",0.863,0.839,"Clean"
"1230","Chuquisaca","Tarabuco","Escuela Gustavo Valdivia De Pajcha",0.825,0.761,"Clean"
"1231","Chuquisaca","Tarabuco","Escuela Gustavo Valdivia De Pajcha",0.859,0.68,"Clean"
"1232","Chuquisaca","Tarabuco","Unidad Educativa La Cienega",0.829,0.792,"Clean"
"1233","Chuquisaca","Tarabuco","Colegio Pampa Lupiara",0.837,0.775,"Clean"
"1234","Chuquisaca","Tarabuco","Colegio Pampa Lupiara",0.849,0.839,"Clean"
"1235","Chuquisaca","Tarabuco","Colegio Pampa Lupiara",0.87,0.835,"Clean"
"1236","Chuquisaca","Tarabuco","U. Edu. San José Del Paredon",0.839,0.88,"Clean"
"1237","Chuquisaca","Tarabuco","Escuela Alfredo Martinez Rodas",0.879,0.894,"VS"
"1238","Chuquisaca","Tarabuco","Escuela Collacamani",0.784,0.842,"Clean"
"1239","Chuquisaca","Tarabuco","Unidad Educativa El Carmen",0.909,0.91,"VS"
"1240","Chuquisaca","Tarabuco","Unidad Educativa Cayambuco",0.915,0.887,"VS"
"1241","Chuquisaca","Yamparáez","Unidad Educativa Sotomayor",0.875,0.716,"Clean"
"1242","Chuquisaca","Yamparáez","Unidad Educativa Sotomayor",0.856,0.798,"Clean"
"1243","Chuquisaca","Yamparáez","Unidad Educativa Sotomayor",0.895,0.7,"Clean"
"1244","Chuquisaca","Yamparáez","Escuela Eduardo Sempertegui",0.893,0.579,"Clean"
"1245","Chuquisaca","Yamparáez","Escuela Eduardo Sempertegui",0.866,0.62,"Clean"
"1246","Chuquisaca","Yamparáez","Escuela Eduardo Sempertegui",0.84,0.523,"Clean"
"1247","Chuquisaca","Yamparáez","Escuela Eduardo Sempertegui",0.87,0.613,"Clean"
"1248","Chuquisaca","Yamparáez","Colegio Ana Leon de Huasa Cancha",0.846,0.849,"Clean"
"1249","Chuquisaca","Yamparáez","Colegio Gerardo Rios",0.88,0.684,"Clean"
"1250","Chuquisaca","Yamparáez","Colegio Gerardo Rios",0.866,0.787,"Clean"
"1251","Chuquisaca","Yamparáez","Unidad Educativa Pulki Avaroa",0.863,0.737,"Clean"
"1252","Chuquisaca","Yamparáez","Escuela Jatun Ckaka",0.836,0.917,"VS"
"1253","Chuquisaca","Yamparáez","Unidad Educativa Sajpaya",0.939,0.874,"VS"
"1254","Chuquisaca","Camargo","Colegio Bolivia",0.9,0.435,"Clean"
"1255","Chuquisaca","Camargo","Colegio Bolivia",0.859,0.452,"Clean"
"1256","Chuquisaca","Camargo","Colegio Bolivia",0.874,0.503,"Clean"
"1257","Chuquisaca","Camargo","Colegio Bolivia",0.923,0.484,"Clean"
"1258","Chuquisaca","Camargo","Colegio Bolivia",0.868,0.427,"Clean"
"1259","Chuquisaca","Camargo","Colegio Bolivia",0.898,0.438,"Clean"
