"","Department","Municipality","Precinct","Turnout","MAS.vote","Fraud.type"
"14513","Cochabamba","Chimoré","Escuela Gerónimo Uzeda Fe y Alegria",0.872,0.768,"Clean"
"14514","Cochabamba","Chimoré","Escuela Gerónimo Uzeda Fe y Alegria",0.884,0.831,"Clean"
"14515","Cochabamba","Chimoré","Escuela Gerónimo Uzeda Fe y Alegria",0.865,0.867,"Clean"
"14516","Cochabamba","Chimoré","Escuela Gerónimo Uzeda Fe y Alegria",0.899,0.884,"VS"
"14517","Cochabamba","Chimoré","U. E. Ernesto Che Guevara",0.942,0.805,"VS"
"14518","Cochabamba","Chimoré","U. E. Ernesto Che Guevara",0.963,0.792,"BBS"
"14519","Cochabamba","Chimoré","U. E. Ernesto Che Guevara",0.929,0.784,"Clean"
"14520","Cochabamba","Chimoré","U. E. Ernesto Che Guevara",0.933,0.789,"Clean"
"14521","Cochabamba","Chimoré","U. E. Ernesto Che Guevara",0.954,0.753,"BBS"
"14522","Cochabamba","Chimoré","U. E. Ernesto Che Guevara",0.95,0.79,"BBS"
"14523","Cochabamba","Chimoré","U. E. Ernesto Che Guevara",0.967,0.827,"BBS"
"14524","Cochabamba","Chimoré","U. E. Ernesto Che Guevara",0.939,0.849,"VS"
"14525","Cochabamba","Chimoré","Nucleo Educativo Entre Rios Tacuaral",0.95,0.955,"BBS"
"14526","Cochabamba","Chimoré","Nucleo Educativo Entre Rios Tacuaral",0.965,0.977,"BBS"
"14527","Cochabamba","Chimoré","Nucleo Educativo Entre Rios Tacuaral",0.933,0.908,"VS"
"14528","Cochabamba","Chimoré","Nucleo Escolar Puerto Aurora",0.929,0.898,"VS"
"14529","Cochabamba","Chimoré","Nucleo Escolar Puerto Aurora",0.942,0.971,"VS"
"14530","Cochabamba","Chimoré","Unidad Educativa Cesar Zama (Chimore)",0.939,0.952,"VS"
"14531","Cochabamba","Chimoré","Unidad Educativa Cesar Zama (Chimore)",0.956,0.949,"BBS"
"14532","Cochabamba","Chimoré","Unidad Educativa Cesar Zama (Chimore)",0.946,0.966,"VS"
"14533","Cochabamba","Chimoré","Unidad Educativa Cesar Zama (Chimore)",0.96,0.952,"BBS"
"14534","Cochabamba","Chimoré","Unidad Educativa Cesar Zama (Chimore)",0.979,0.96,"BBS"
"14535","Cochabamba","Chimoré","Unidad Educativa Cesar Zama (Chimore)",0.954,0.991,"BBS"
"14536","Cochabamba","Chimoré","Unidad Educativa Cesar Zama (Chimore)",0.943,0.935,"VS"
"14537","Cochabamba","Chimoré","Unidad Educativa Cesar Zama (Chimore)",0.947,0.976,"VS"
"14538","Cochabamba","Chimoré","Unidad Educativa Cesar Zama (Chimore)",0.943,0.939,"VS"
"14539","Cochabamba","Chimoré","Escuela La Mision",0.899,0.892,"VS"
"14540","Cochabamba","Chimoré","Escuela La Mision",0.924,0.889,"VS"
"14541","Cochabamba","Chimoré","Unidad Educativa San Andrés",0.956,0.995,"BBS"
"14542","Cochabamba","Chimoré","Unidad Educativa San Andrés",0.965,0.995,"BBS"
"14543","Cochabamba","Chimoré","Unidad Educativa Tres Islas",0.871,0.855,"Clean"
"14544","Cochabamba","Chimoré","U.E. Bolivia",0.987,0.952,"BBS"
"14545","Cochabamba","Chimoré","U.E. Senda III",0.962,0.86,"BBS"
"14546","Cochabamba","Chimoré","U.E. Senda III",0.975,0.885,"BBS"
"14547","Cochabamba","Chimoré","U.E. Senda III",0.982,0.866,"BBS"
"14548","Cochabamba","Puerto Villarroel","Colegio Eduardo Avaroa (P.Villarroel)",0.873,0.72,"Clean"
"14549","Cochabamba","Puerto Villarroel","Colegio Eduardo Avaroa (P.Villarroel)",0.874,0.782,"Clean"
"14550","Cochabamba","Puerto Villarroel","Colegio Eduardo Avaroa (P.Villarroel)",0.863,0.742,"Clean"
"14551","Cochabamba","Puerto Villarroel","Colegio Eduardo Avaroa (P.Villarroel)",0.809,0.639,"Clean"
"14552","Cochabamba","Puerto Villarroel","Colegio Eduardo Avaroa (P.Villarroel)",0.875,0.702,"Clean"
"14553","Cochabamba","Puerto Villarroel","Colegio Eduardo Avaroa (P.Villarroel)",0.852,0.689,"Clean"
"14554","Cochabamba","Puerto Villarroel","Colegio Eduardo Avaroa (P.Villarroel)",0.819,0.688,"Clean"
"14555","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.927,0.877,"VS"
"14556","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.925,0.898,"VS"
"14557","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.88,0.833,"Clean"
"14558","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.876,0.819,"Clean"
"14559","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.903,0.885,"VS"
"14560","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.934,0.842,"VS"
"14561","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.902,0.883,"VS"
"14562","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.891,0.848,"Clean"
"14563","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.913,0.857,"VS"
"14564","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.904,0.878,"VS"
"14565","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.881,0.886,"VS"
"14566","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.9,0.853,"VS"
"14567","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.927,0.877,"VS"
"14568","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.903,0.835,"Clean"
"14569","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.939,0.813,"VS"
"14570","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.928,0.89,"VS"
"14571","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.896,0.884,"VS"
"14572","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.899,0.892,"VS"
"14573","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.926,0.874,"VS"
"14574","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.956,0.908,"BBS"
"14575","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.904,0.894,"VS"
"14576","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.9,0.91,"VS"
"14577","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.907,0.893,"VS"
"14578","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.939,0.888,"VS"
"14579","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.934,0.893,"VS"
"14580","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.934,0.874,"VS"
"14581","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.897,0.888,"VS"
"14582","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.9,0.904,"VS"
"14583","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.924,0.832,"VS"
"14584","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.897,0.893,"VS"
"14585","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.895,0.872,"VS"
"14586","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.89,0.903,"VS"
"14587","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.921,0.91,"VS"
"14588","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.943,0.882,"VS"
"14589","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.917,0.84,"VS"
"14590","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.866,0.952,"VS"
"14591","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.939,0.904,"VS"
"14592","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.896,0.884,"VS"
"14593","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.93,0.905,"VS"
"14594","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.925,0.812,"VS"
"14595","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.921,0.838,"VS"
"14596","Cochabamba","Puerto Villarroel","Unidad Educativa San Francisco De Asis",0.915,0.863,"VS"
"14597","Cochabamba","Puerto Villarroel","Unidad Educativa Juana Azurduy De Padilla",0.919,0.883,"VS"
"14598","Cochabamba","Puerto Villarroel","Unidad Educativa Juana Azurduy De Padilla",0.908,0.892,"VS"
"14599","Cochabamba","Puerto Villarroel","Unidad Educativa Juana Azurduy De Padilla",0.928,0.883,"VS"
"14600","Cochabamba","Puerto Villarroel","Unidad Educativa Juana Azurduy De Padilla",0.924,0.92,"VS"
"14601","Cochabamba","Puerto Villarroel","Unidad Educativa Juana Azurduy De Padilla",0.933,0.894,"VS"
"14602","Cochabamba","Puerto Villarroel","Unidad Educativa Juana Azurduy De Padilla",0.909,0.892,"VS"
"14603","Cochabamba","Puerto Villarroel","U. E. San Antonio de Padua",0.938,0.894,"VS"
"14604","Cochabamba","Puerto Villarroel","U. E. San Antonio de Padua",0.929,0.868,"VS"
"14605","Cochabamba","Puerto Villarroel","U. E. San Antonio de Padua",0.958,0.905,"BBS"
"14606","Cochabamba","Puerto Villarroel","U. E. San Antonio de Padua",0.916,0.893,"VS"
"14607","Cochabamba","Puerto Villarroel","U. E. San Antonio de Padua",0.945,0.873,"VS"
"14608","Cochabamba","Puerto Villarroel","U. E. San Antonio de Padua",0.912,0.86,"VS"
"14609","Cochabamba","Puerto Villarroel","U. E. San Antonio de Padua",0.924,0.866,"VS"
"14610","Cochabamba","Puerto Villarroel","U. E. San Antonio de Padua",0.941,0.886,"VS"
"14611","Cochabamba","Puerto Villarroel","U. E. San Antonio de Padua",0.925,0.876,"VS"
"14612","Cochabamba","Puerto Villarroel","U. E. San Antonio de Padua",0.943,0.895,"VS"
"14613","Cochabamba","Puerto Villarroel","Colegio Libertad",0.952,0.958,"BBS"
"14614","Cochabamba","Puerto Villarroel","Colegio Libertad",0.943,0.925,"VS"
"14615","Cochabamba","Puerto Villarroel","Colegio Libertad",0.931,0.933,"VS"
"14616","Cochabamba","Puerto Villarroel","Colegio Libertad",0.939,0.939,"VS"
"14617","Cochabamba","Puerto Villarroel","Colegio Libertad",0.974,0.912,"BBS"
"14618","Cochabamba","Puerto Villarroel","Escuela Buenas Nuevas (Valle Ivirza)",0.961,0.968,"BBS"
"14619","Cochabamba","Puerto Villarroel","Escuela Buenas Nuevas (Valle Ivirza)",0.929,0.947,"VS"
"14620","Cochabamba","Puerto Villarroel","Escuela Buenas Nuevas (Valle Ivirza)",0.969,0.963,"BBS"
"14621","Cochabamba","Puerto Villarroel","Escuela Buenas Nuevas (Valle Ivirza)",0.917,0.961,"VS"
"14622","Cochabamba","Puerto Villarroel","Escuela Buenas Nuevas (Valle Ivirza)",0.933,0.98,"VS"
"14623","Cochabamba","Puerto Villarroel","Escuela Buenas Nuevas (Valle Ivirza)",0.917,0.936,"VS"
"14624","Cochabamba","Puerto Villarroel","Escuela Buenas Nuevas (Valle Ivirza)",0.944,0.929,"VS"
"14625","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.953,0.94,"BBS"
"14626","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.965,0.983,"BBS"
"14627","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.97,0.974,"BBS"
"14628","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.964,0.972,"BBS"
"14629","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.93,0.952,"VS"
"14630","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.961,0.952,"BBS"
"14631","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.97,0.972,"BBS"
"14632","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.96,0.967,"BBS"
"14633","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.965,0.959,"BBS"
"14634","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.961,0.94,"BBS"
"14635","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.945,0.968,"VS"
"14636","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.961,0.953,"BBS"
"14637","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.965,0.95,"BBS"
"14638","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.942,0.941,"VS"
"14639","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.934,0.943,"VS"
"14640","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.948,0.968,"VS"
"14641","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.952,0.977,"BBS"
"14642","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.961,0.927,"BBS"
"14643","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.936,0.948,"VS"
"14644","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.978,0.968,"BBS"
"14645","Cochabamba","Puerto Villarroel","Colegio Juan Pablo II (Sacta)",0.956,0.948,"BBS"
"14646","Cochabamba","Puerto Villarroel","Escuela Toribio Claure (V. Hermoso)",0.94,0.949,"VS"
"14647","Cochabamba","Puerto Villarroel","Escuela Toribio Claure (V. Hermoso)",0.969,0.954,"BBS"
"14648","Cochabamba","Puerto Villarroel","Escuela Toribio Claure (V. Hermoso)",0.943,0.958,"VS"
"14649","Cochabamba","Puerto Villarroel","Escuela Toribio Claure (V. Hermoso)",0.943,0.972,"VS"
"14650","Cochabamba","Puerto Villarroel","Escuela Toribio Claure (V. Hermoso)",0.926,0.947,"VS"
"14651","Cochabamba","Puerto Villarroel","Escuela Toribio Claure (V. Hermoso)",0.973,0.986,"BBS"
"14652","Cochabamba","Puerto Villarroel","Escuela Toribio Claure (V. Hermoso)",0.936,0.949,"VS"
"14653","Cochabamba","Puerto Villarroel","Escuela Toribio Claure (V. Hermoso)",0.957,0.955,"BBS"
"14654","Cochabamba","Puerto Villarroel","Escuela Central Villa Nueva",0.943,0.958,"VS"
"14655","Cochabamba","Puerto Villarroel","Escuela Central Villa Nueva",0.944,0.954,"VS"
"14656","Cochabamba","Puerto Villarroel","Escuela Central Villa Nueva",0.953,0.973,"BBS"
"14657","Cochabamba","Puerto Villarroel","Escuela Central Villa Nueva",0.955,0.948,"BBS"
"14658","Cochabamba","Puerto Villarroel","Colegio Marcelo Quiroga Santa Cruz",0.934,0.938,"VS"
"14659","Cochabamba","Puerto Villarroel","Colegio Marcelo Quiroga Santa Cruz",0.94,0.939,"VS"
"14660","Cochabamba","Puerto Villarroel","Colegio Marcelo Quiroga Santa Cruz",0.948,0.923,"VS"
"14661","Cochabamba","Puerto Villarroel","Colegio Marcelo Quiroga Santa Cruz",0.96,0.967,"BBS"
"14662","Cochabamba","Puerto Villarroel","Colegio Marcelo Quiroga Santa Cruz",0.943,0.943,"VS"
"14663","Cochabamba","Puerto Villarroel","Colegio Marcelo Quiroga Santa Cruz",0.957,0.934,"BBS"
"14664","Cochabamba","Puerto Villarroel","Colegio Marcelo Quiroga Santa Cruz",0.955,0.915,"BBS"
"14665","Cochabamba","Puerto Villarroel","Colegio Marcelo Quiroga Santa Cruz",0.94,0.915,"VS"
"14666","Cochabamba","Puerto Villarroel","Colegio Marcelo Quiroga Santa Cruz",0.935,0.939,"VS"
"14667","Cochabamba","Puerto Villarroel","Colegio Marcelo Quiroga Santa Cruz",0.931,0.953,"VS"
"14668","Cochabamba","Puerto Villarroel","Colegio Marcelo Quiroga Santa Cruz",0.948,0.934,"VS"
"14669","Cochabamba","Puerto Villarroel","Colegio Marcelo Quiroga Santa Cruz",0.956,0.953,"BBS"
"14670","Cochabamba","Puerto Villarroel","Escuela Ayopaya (P.Villaroel)",0.904,0.951,"VS"
"14671","Cochabamba","Puerto Villarroel","Escuela Ayopaya (P.Villaroel)",0.969,0.977,"BBS"
"14672","Cochabamba","Puerto Villarroel","Escuela Ayopaya (P.Villaroel)",0.961,0.946,"BBS"
"14673","Cochabamba","Puerto Villarroel","Escuela Ayopaya (P.Villaroel)",0.953,0.963,"BBS"
"14674","Cochabamba","Puerto Villarroel","Escuela Ayopaya (P.Villaroel)",0.948,0.924,"VS"
"14675","Cochabamba","Puerto Villarroel","Centro Polifuncional Cesarzama",1,0.956,"BBS"
"14676","Cochabamba","Puerto Villarroel","Escuela Senda 6",0.965,0.949,"BBS"
"14677","Cochabamba","Puerto Villarroel","Escuela Senda 6",0.952,0.948,"BBS"
"14678","Cochabamba","Puerto Villarroel","Escuela Senda 6",0.936,0.968,"VS"
"14679","Cochabamba","Puerto Villarroel","Escuela Senda 6",0.951,0.967,"BBS"
"14680","Cochabamba","Puerto Villarroel","Escuela Senda 6",0.953,0.963,"BBS"
"14681","Cochabamba","Puerto Villarroel","Escuela Senda 6",0.969,0.955,"BBS"
"14682","Cochabamba","Puerto Villarroel","Escuela Senda 6",0.944,0.962,"VS"
"14683","Cochabamba","Puerto Villarroel","Unidad Educativa Valle Tunari",0.979,0.965,"BBS"
"14684","Cochabamba","Puerto Villarroel","Unidad Educativa Valle Tunari",0.978,0.982,"BBS"
"14685","Cochabamba","Puerto Villarroel","Unidad Educativa Valle Tunari",0.961,0.972,"BBS"
"14686","Cochabamba","Puerto Villarroel","Unidad Educativa Valle Tunari",0.944,0.972,"VS"
"14687","Cochabamba","Puerto Villarroel","Unidad Educativa Valle Tunari",0.955,0.986,"BBS"
"14688","Cochabamba","Puerto Villarroel","Unidad Educativa Valle Tunari",0.94,0.963,"VS"
"14689","Cochabamba","Puerto Villarroel","Unidad Educativa Valle Tunari",0.938,0.972,"VS"
"14690","Cochabamba","Puerto Villarroel","Unidad Educativa Valle Tunari",0.948,0.972,"VS"
"14691","Cochabamba","Puerto Villarroel","Unidad Educativa Valle Tunari",0.961,0.959,"BBS"
"14692","Cochabamba","Puerto Villarroel","Unidad Educativa 2 de Marzo",0.97,0.991,"BBS"
"14693","Cochabamba","Puerto Villarroel","Unidad Educativa 2 de Marzo",0.987,0.965,"BBS"
"14694","Cochabamba","Puerto Villarroel","Unidad Educativa 2 de Marzo",0.944,0.977,"VS"
"14695","Cochabamba","Puerto Villarroel","Unidad Educativa 2 de Marzo",0.97,0.988,"BBS"
"14696","Cochabamba","Puerto Villarroel","Unidad Educativa Israel",0.979,0.946,"BBS"
"14697","Cochabamba","Puerto Villarroel","Unidad Educativa Israel",0.983,0.974,"BBS"
"14698","Cochabamba","Puerto Villarroel","Unidad Educativa Israel",0.962,0.951,"BBS"
"14699","Cochabamba","Entre Ríos","Unidad Educativa Rio Blanco",0.845,0.836,"Clean"
"14700","Cochabamba","Entre Ríos","Unidad Educativa Rio Blanco",0.811,0.822,"Clean"
"14701","Cochabamba","Entre Ríos","Unidad Educativa Rio Blanco",0.86,0.929,"VS"
"14702","Cochabamba","Entre Ríos","Unidad Educativa Rio Blanco",0.881,0.91,"VS"
"14703","Cochabamba","Entre Ríos","Unidad Educativa Rio Blanco",0.86,0.949,"VS"
"14704","Cochabamba","Entre Ríos","Unidad Educativa Rio Blanco",0.865,0.923,"VS"
"14705","Cochabamba","Entre Ríos","Unidad Educativa Rio Blanco",0.914,0.902,"VS"
"14706","Cochabamba","Entre Ríos","Unidad Educativa Rio Blanco",0.895,0.899,"VS"
"14707","Cochabamba","Entre Ríos","Unidad Educativa Rio Blanco",0.89,0.886,"VS"
"14708","Cochabamba","Entre Ríos","U.E. San Marcos",0.909,0.927,"VS"
"14709","Cochabamba","Entre Ríos","U.E. San Marcos",0.952,0.876,"BBS"
"14710","Cochabamba","Entre Ríos","U.E. San Marcos",0.917,0.904,"VS"
"14711","Cochabamba","Entre Ríos","U.E. San Marcos",0.951,0.909,"BBS"
"14712","Cochabamba","Entre Ríos","U.E. San Marcos",0.957,0.913,"BBS"
"14713","Cochabamba","Entre Ríos","U.E. San Marcos",0.892,0.886,"VS"
"14714","Cochabamba","Entre Ríos","U.E. San Marcos",0.925,0.931,"VS"
"14715","Cochabamba","Entre Ríos","U.E. San Marcos",0.904,0.881,"VS"
"14716","Cochabamba","Entre Ríos","U.E. San Marcos",0.953,0.917,"BBS"
"14717","Cochabamba","Entre Ríos","U.E. San Marcos",0.909,0.878,"VS"
"14718","Cochabamba","Entre Ríos","U.E. San Marcos",0.952,0.872,"BBS"
"14719","Cochabamba","Entre Ríos","U.E. San Marcos",0.942,0.886,"VS"
"14720","Cochabamba","Entre Ríos","U.E. San Marcos",0.892,0.91,"VS"
"14721","Cochabamba","Entre Ríos","U.E. San Marcos",0.938,0.928,"VS"
"14722","Cochabamba","Entre Ríos","U.E. San Marcos",0.93,0.923,"VS"
"14723","Cochabamba","Entre Ríos","U.E. San Marcos",0.951,0.891,"BBS"
"14724","Cochabamba","Entre Ríos","U.E. San Marcos",0.935,0.883,"VS"
"14725","Cochabamba","Entre Ríos","U.E. San Marcos",0.94,0.883,"VS"
"14726","Cochabamba","Entre Ríos","U.E. San Marcos",0.908,0.885,"VS"
"14727","Cochabamba","Entre Ríos","U.E. San Marcos",0.939,0.919,"VS"
"14728","Cochabamba","Entre Ríos","U.E. San Marcos",0.946,0.935,"VS"
"14729","Cochabamba","Entre Ríos","Escuela Eduardo Avaroa (Isarzama)",0.947,0.953,"VS"
"14730","Cochabamba","Entre Ríos","Escuela Eduardo Avaroa (Isarzama)",0.926,0.986,"VS"
"14731","Cochabamba","Entre Ríos","Escuela Eduardo Avaroa (Isarzama)",0.974,0.955,"BBS"
"14732","Cochabamba","Entre Ríos","Escuela Eduardo Avaroa (Isarzama)",0.956,0.972,"BBS"
"14733","Cochabamba","Entre Ríos","Escuela Eduardo Avaroa (Isarzama)",0.948,0.954,"VS"
"14734","Cochabamba","Entre Ríos","Escuela Eduardo Avaroa (Isarzama)",0.97,0.964,"BBS"
"14735","Cochabamba","Entre Ríos","Escuela Eduardo Avaroa (Isarzama)",0.943,0.977,"VS"
"14736","Cochabamba","Entre Ríos","Escuela Eduardo Avaroa (Isarzama)",0.952,0.986,"BBS"
"14737","Cochabamba","Entre Ríos","Escuela Eduardo Avaroa (Isarzama)",0.947,0.962,"VS"
"14738","Cochabamba","Entre Ríos","Escuela Eduardo Avaroa (Isarzama)",0.935,0.967,"VS"
"14739","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.952,0.892,"BBS"
"14740","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.925,0.933,"VS"
"14741","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.943,0.866,"VS"
"14742","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.926,0.9,"VS"
"14743","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.936,0.882,"VS"
"14744","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.905,0.9,"VS"
"14745","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.939,0.863,"VS"
"14746","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.905,0.916,"VS"
"14747","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.948,0.925,"VS"
"14748","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.899,0.889,"VS"
"14749","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.948,0.879,"VS"
"14750","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.956,0.935,"BBS"
"14751","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.943,0.892,"VS"
"14752","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.91,0.899,"VS"
"14753","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.904,0.872,"VS"
"14754","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.934,0.904,"VS"
"14755","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.943,0.874,"VS"
"14756","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.952,0.926,"BBS"
"14757","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.919,0.924,"VS"
"14758","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.933,0.84,"VS"
"14759","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.909,0.911,"VS"
"14760","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.936,0.875,"VS"
"14761","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.927,0.923,"VS"
"14762","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.9,0.888,"VS"
"14763","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.909,0.911,"VS"
"14764","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.911,0.894,"VS"
"14765","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.917,0.924,"VS"
"14766","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.93,0.864,"VS"
"14767","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.934,0.871,"VS"
"14768","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.917,0.882,"VS"
"14769","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.911,0.886,"VS"
"14770","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.926,0.88,"VS"
"14771","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.939,0.916,"VS"
"14772","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.871,0.907,"Clean"
"14773","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.923,0.938,"VS"
"14774","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.925,0.917,"VS"
"14775","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.93,0.898,"VS"
"14776","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.952,0.877,"BBS"
"14777","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.932,0.925,"VS"
"14778","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.911,0.909,"VS"
"14779","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.901,0.898,"VS"
"14780","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.893,0.904,"VS"
"14781","Cochabamba","Entre Ríos","Colegio Franz Tamayo",0.915,0.918,"VS"
"14782","Cochabamba","Entre Ríos","U. E. José Carrasco (Manco Kapac)",0.953,0.973,"BBS"
"14783","Cochabamba","Entre Ríos","U. E. José Carrasco (Manco Kapac)",0.97,0.964,"BBS"
"14784","Cochabamba","Entre Ríos","U. E. José Carrasco (Manco Kapac)",0.966,0.929,"BBS"
"14785","Cochabamba","Entre Ríos","U. E. José Carrasco (Manco Kapac)",0.945,0.959,"VS"
"14786","Cochabamba","Entre Ríos","U. E. José Carrasco (Manco Kapac)",0.961,0.982,"BBS"
"14787","Cochabamba","Entre Ríos","U. E. José Carrasco (Manco Kapac)",0.97,0.926,"BBS"
"14788","Cochabamba","Entre Ríos","U. E. José Carrasco (Manco Kapac)",0.966,0.942,"BBS"
"14789","Cochabamba","Entre Ríos","U. E. José Carrasco (Manco Kapac)",0.949,0.958,"VS"
"14790","Cochabamba","Entre Ríos","U. E. José Carrasco (Manco Kapac)",0.931,0.976,"VS"
"14791","Cochabamba","Entre Ríos","U. E. José Carrasco (Manco Kapac)",0.954,0.955,"BBS"
