Beni,Chuquisaca,Cochabamba,La Paz,Oruro,Pando,Potosi,Santa Cruz,Tarija,Turnout,MAS.vote,Pred_Fraud_num,Pred_Fraud_type,Department,Precinct,Municipality
0,0,0,1,0,0,0,0,0,0.934,0.488,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.925,0.475,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.916,0.497,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.931,0.495,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.927,0.485,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.901,0.513,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.895,0.593,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.91,0.373,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.916,0.475,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.904,0.56,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.916,0.527,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.912,0.519,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.902,0.665,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.925,0.468,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.909,0.529,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.921,0.458,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.929,0.545,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.943,0.538,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.914,0.631,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.904,0.492,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.93,0.556,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.912,0.515,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.916,0.424,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.928,0.537,0,Clean,La Paz,Colegio Sergio Villegas,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.904,0.189,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.904,0.375,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.885,0.195,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.929,0.271,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.912,0.2,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.925,0.251,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.93,0.234,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.919,0.303,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.934,0.435,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.942,0.3,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.928,0.272,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.941,0.244,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.89,0.27,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.868,0.238,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.906,0.319,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.911,0.317,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.924,0.251,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.879,0.249,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.919,0.323,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.946,0.431,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.923,0.235,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.903,0.238,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.917,0.212,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.902,0.265,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.924,0.248,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.924,0.256,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.894,0.325,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.876,0.321,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.92,0.215,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.866,0.198,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.891,0.18,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.885,0.243,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.923,0.28,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.91,0.238,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.916,0.314,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.938,0.272,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.905,0.209,0,Clean,La Paz,Colegio 6 de Junio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.928,0.318,0,Clean,La Paz,U.E. Gran Bretaña,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.954,0.402,0,Clean,La Paz,U.E. Gran Bretaña,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.955,0.326,0,Clean,La Paz,U.E. Gran Bretaña,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.913,0.706,0,Clean,La Paz,Escuela Callapa (Plaza De Callapa),Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.961,0.608,1,BBS,La Paz,Escuela Callapa (Plaza De Callapa),Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.933,0.636,0,Clean,La Paz,Escuela Callapa (Plaza De Callapa),Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.93,0.718,0,Clean,La Paz,Escuela Callapa (Plaza De Callapa),Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.934,0.737,0,Clean,La Paz,Escuela Callapa (Plaza De Callapa),Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.938,0.692,0,Clean,La Paz,Escuela Callapa (Plaza De Callapa),Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.933,0.706,0,Clean,La Paz,Escuela Callapa (Plaza De Callapa),Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.938,0.683,0,Clean,La Paz,Escuela Callapa (Plaza De Callapa),Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.942,0.364,0,Clean,La Paz,U. E. Ff. Aa. De La Nación,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.892,0.318,0,Clean,La Paz,U. E. Ff. Aa. De La Nación,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.89,0.426,0,Clean,La Paz,U. E. Ff. Aa. De La Nación,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.916,0.503,0,Clean,La Paz,U. E. Ff. Aa. De La Nación,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.895,0.389,0,Clean,La Paz,U. E. Ff. Aa. De La Nación,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.904,0.322,0,Clean,La Paz,U. E. Ff. Aa. De La Nación,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.938,0.557,0,Clean,La Paz,U. E. Ff. Aa. De La Nación,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.899,0.474,0,Clean,La Paz,U. E. Ff. Aa. De La Nación,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.942,0.645,0,Clean,La Paz,U. E. Ff. Aa. De La Nación,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.91,0.283,0,Clean,La Paz,U. E. Ff. Aa. De La Nación,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.908,0.265,0,Clean,La Paz,U. E. Ff. Aa. De La Nación,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.892,0.528,0,Clean,La Paz,U. E. Ff. Aa. De La Nación,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.867,0.44,0,Clean,La Paz,U. E. Ff. Aa. De La Nación,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.887,0.306,0,Clean,La Paz,U. E. Ff. Aa. De La Nación,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.939,0.34,0,Clean,La Paz,U. E. Ff. Aa. De La Nación,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.906,0.306,0,Clean,La Paz,U. E. Ff. Aa. De La Nación,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.906,0.207,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.878,0.158,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.899,0.261,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.864,0.145,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.854,0.099,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.878,0.187,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.877,0.24,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.915,0.139,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.884,0.174,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.884,0.392,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.857,0.296,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.864,0.168,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.899,0.123,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.905,0.21,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.874,0.299,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.885,0.094,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.884,0.174,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.928,0.335,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.926,0.137,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.897,0.24,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.9,0.153,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.892,0.408,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.926,0.362,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.853,0.183,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.889,0.131,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.885,0.157,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.892,0.166,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.845,0.132,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.877,0.199,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.894,0.166,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.87,0.219,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.873,0.173,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.864,0.171,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.917,0.144,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.867,0.153,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.885,0.163,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.872,0.228,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.89,0.188,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.869,0.303,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.863,0.152,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.915,0.162,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.835,0.132,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.907,0.19,0,Clean,La Paz,Escuela Rosemari de Barrientos,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.919,0.407,0,Clean,La Paz,Escuela Victor Paz Estensoro,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.935,0.393,0,Clean,La Paz,Escuela Victor Paz Estensoro,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.939,0.493,0,Clean,La Paz,Escuela Victor Paz Estensoro,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.874,0.515,0,Clean,La Paz,Escuela Victor Paz Estensoro,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.918,0.539,0,Clean,La Paz,Escuela Victor Paz Estensoro,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.897,0.197,0,Clean,La Paz,Escuela Victor Paz Estensoro,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.929,0.291,0,Clean,La Paz,Escuela Victor Paz Estensoro,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.953,0.367,0,Clean,La Paz,Escuela Victor Paz Estensoro,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.912,0.617,0,Clean,La Paz,Escuela Victor Paz Estensoro,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.929,0.581,0,Clean,La Paz,Escuela Victor Paz Estensoro,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.928,0.307,0,Clean,La Paz,Escuela Victor Paz Estensoro,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.912,0.569,0,Clean,La Paz,Escuela Victor Paz Estensoro,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.935,0.571,0,Clean,La Paz,Escuela Victor Paz Estensoro,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.874,0.241,0,Clean,La Paz,Escuela Victor Paz Estensoro,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.914,0.479,0,Clean,La Paz,Escuela Victor Paz Estensoro,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.912,0.386,0,Clean,La Paz,Escuela Victor Paz Estensoro,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.822,0.25,0,Clean,La Paz,Instituto Domingo Savio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.876,0.219,0,Clean,La Paz,Instituto Domingo Savio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.935,0.354,0,Clean,La Paz,Instituto Domingo Savio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.863,0.168,0,Clean,La Paz,Instituto Domingo Savio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.912,0.266,0,Clean,La Paz,Instituto Domingo Savio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.872,0.262,0,Clean,La Paz,Instituto Domingo Savio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.844,0.4,0,Clean,La Paz,Instituto Domingo Savio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.894,0.232,0,Clean,La Paz,Instituto Domingo Savio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.881,0.285,0,Clean,La Paz,Instituto Domingo Savio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.916,0.2,0,Clean,La Paz,Instituto Domingo Savio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.907,0.221,0,Clean,La Paz,Instituto Domingo Savio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.879,0.239,0,Clean,La Paz,Instituto Domingo Savio,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.885,0.22,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.871,0.108,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.92,0.322,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.858,0.165,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.819,0.162,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.872,0.104,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.835,0.188,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.856,0.119,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.869,0.283,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.87,0.195,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.885,0.133,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.921,0.394,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.916,0.359,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.871,0.24,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.822,0.1,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.841,0.112,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.853,0.175,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.876,0.205,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.848,0.114,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.814,0.138,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.838,0.223,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.833,0.302,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.824,0.17,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.853,0.125,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.876,0.257,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.903,0.178,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.837,0.358,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.904,0.47,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.871,0.195,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.85,0.234,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.923,0.187,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.827,0.077,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.824,0.182,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.843,0.15,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.876,0.206,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.861,0.148,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.843,0.254,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.886,0.482,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.872,0.133,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.804,0.09,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.867,0.115,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.868,0.104,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.899,0.18,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.883,0.166,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.846,0.158,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.86,0.346,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.916,0.169,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.821,0.14,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.85,0.151,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.842,0.095,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.839,0.128,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.86,0.212,0,Clean,La Paz,Colegio Franco Boliviano,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.923,0.333,0,Clean,La Paz,U.E. Cesar Patiño,Nuestra Señora de La Paz
0,0,0,1,0,0,0,0,0,0.918,0.33,0,Clean,La Paz,Escuela Alto Achumani,Nuestra Señora de La Paz
